;x
estabilização da demanda;44
a preliminar de;44
bem como a;44
ainda que não;44
no caso em;44
recurso especial eleitoral;44
a da lei;44
produção de provas;44
da disputa eleitoral;44
acompanho o relator;44
min edson fachin;43
e a normalidade;43
o resultado da;43
dje de e;43
voto do eminente;43
equilíbrio da disputa;43
em razão de;43
presidente senhores ministros;43
redes sociais e;43
relator ministro jorge;43
benefício de candidato;43
da presente aije;43
pena de multa;43
a partir do;42
a legitimidade e;42
durante o período;42
min jorge mussi;42
eminente ministro relator;42
ministro sérgio banhos;42
cassação do diploma;42
presidente e vice;42
de votação e;42
com base em;41
o direito de;41
o objetivo de;41
presidência da república;41
de relatoria do;41
cargo de presidente;41
a igualdade de;41
campanha do candidato;41
de notícias falsas;41
mensagens em massa;41
da petição inicial;41
em relação ao;41
do ministério público;40
da prática de;40
ante o exposto;40
de investigação judicial;40
no caso dos;40
a utilização de;40
que não há;40
dos disparos em;40
econômico e uso;40
e vice presidente;40
aplicativo de mensagens;40
art do código;39
é certo que;39
legitimidade e a;39
a gravidade dos;39
direta ou indireta;39
extrato da ata;39
secretária de educação;39
lula da silva;39
a meu ver;38
rio de janeiro;38
poder político e;38
o voto do;38
pelo eminente ministro;38
do abuso do;38
da constituição federal;38
sp rel min;38
a configuração do;38
declaração de inelegibilidade;38
caracterização do abuso;38
das redes sociais;38
a jurisprudência do;38
folha de são;38
candidato à reeleição;38
inácio lula da;38
os fatos e;37
razão pela qual;37
por si só;37
de sem destaques;37
art b da;37
roberto barroso dje;37
as redes sociais;37
produção de prova;37
compra irregular de;37
rel min luis;37
quebra de sigilo;37
nas redes sociais;37
ministra cármen lúcia;37
nas eleições de;36
no caso de;36
das eleições e;36
art a da;36
da res tse;36
do ato abusivo;36
resultado da eleição;36
das circunstâncias que;36
da existência de;36
do uso indevido;36
a caracterização do;36
de pessoa jurídica;36
manifestação do pensamento;36
do primeiro investigado;36
indevido de meios;36
ministro raul araújo;36
que não é;35
devido processo legal;35
há que se;35
que os fatos;35
o que é;35
de veículos ou;35
barroso dje de;35
vinte e quatro;35
e quatro horas;35
do direito de;35
do eminente relator;35
inépcia da inicial;35
o processo eleitoral;35
teor das mensagens;35
felipe salomão dje;35
salomão dje de;35
não há falar;34
do contraditório e;34
nunes maia filho;34
ponto de vista;34
dos fatos imputados;34
durante a campanha;34
no prazo de;34
que a conduta;34
cassação do registro;34
veículos ou meios;34
ou meios de;34
em relação à;34
oab sp e;34
grau de reprovabilidade;34
o equilíbrio da;34
a normalidade das;34
de uso indevido;34
do poder de;34
a contratação de;34
no processo eleitoral;34
a veiculação de;34
meio de comunicação;34
chefe de estado;34
luiz inácio lula;34
à luz do;33
desta corte superior;33
a meu sentir;33
de que os;33
agr respe nº;33
de que as;33
da ocorrência de;33
a finalidade de;33
normalidade e legitimidade;33
res tse nº;33
tribunal por unanimidade;33
rel min jorge;33
em favor de;33
e outros representado;33
paulo gustavo gonet;33
representado responsável pelo;33
pela justiça eleitoral;32
há falar em;32
da mesma forma;32
napoleão nunes maia;32
para as eleições;32
o exercício do;32
decisão o tribunal;32
min luís roberto;32
em razão do;32
de perfis falsos;32
base de dados;32
paridade de armas;32
veículos de comunicação;32
campanha eleitoral de;32
gustavo gonet branco;32
por se tratar;31
que no caso;31
ampla defesa e;31
de sua excelência;31
em vista que;31
na mesma linha;31
de campanha em;31
para a configuração;31
de cerceamento de;31
para o deslinde;31
para a caracterização;31
da lei das;31
de dados de;31
configuração do abuso;31
a cassação do;31
por parte da;31
campanha de jair;31
pela parte autora;31
pelo supremo tribunal;31
no âmbito da;30
no julgamento da;30
em primeiro lugar;30
de que se;30
com a finalidade;30
a falta de;30
cassação de diploma;30
os bens jurídicos;30
que os investigados;30
que deve ser;30
de ilegitimidade passiva;30
a gravidade da;30
da gravidade das;30
para o acórdão;30
empresas especializadas em;30
no curso da;30
ao longo da;30
reabertura da instrução;30
o conjunto probatório;30
improcedentes os pedidos;30
da gravidade dos;30
o período de;30
desproporcional de recursos;30
perante o eleitorado;30
secretaria de educação;30
contraditório e da;29
e da ampla;29
se que o;29
defesa e do;29
com o objetivo;29
do parecer ministerial;29
e legitimidade das;29
alterar o resultado;29
circunstâncias que o;29
de forma a;29
de cassação do;29
registro ou diploma;29
rel min gilmar;29
min gilmar mendes;29
o ministério público;29
ocorrência de abuso;29
na linha do;29
eleitoral e a;29
df rel min;29
na medida em;29
medida em que;29
note se que;29
de outubro de;29
para a realização;29
de empresas de;29
atos de campanha;29
do pleito e;29
que na condição;29
gabinete do ódio;29
de fernando haddad;29
a alegação de;28
ministro gilmar mendes;28
celso de mello;28
da instrução processual;28
por ocasião do;28
do presidente da;28
da polícia federal;28
nº sp rel;28
lisura do pleito;28
que o caracterizam;28
do então candidato;28
teoria da asserção;28
dje de no;28
o condão de;28
em que a;28
ao processo eleitoral;28
estado democrático de;28
democrático de direito;28
da campanha do;28
das eleições presidenciais;28
previsto no art;28
termos de serviço;28
promover disparos em;28
em redes sociais;28
os disparos em;28
para que na;28
condição de testemunha;28
de testemunha da;28
testemunha da presente;28
presente aije elucide;28
aije elucide questões;28
elucide questões referentes;28
questões referentes à;28
o conteúdo repercutiu;28
conteúdo repercutiu perante;28
repercutiu perante o;28
moraes presidente agradeço;28
o segundo turno;28
