"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,281625423946755;45,8476410859551;45,8476410859551
"facteur 2";0,190648558472327;31,0369233001014;76,8845643860566
"facteur 3";0,141989733829184;23,1154356139435;100
