"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"sistema";1,69377736543283;-0,745440750685786;-0,438301044144114;0,890639175672081;-0,391975208343575;-0,230471895905263;0,858455253527185;0,112562295494795;0,0289824509780219;0,00741532311658159;0,00143629513963649;0,00049654937597951;0,00258474336953524;0,970137791617119;0,00243267602805035
"decisão";-0,805163610038741;1,72609804339134;-0,602642104420446;-0,403041514348334;0,864034539872794;-0,301665131592319;0,227602736554598;0,708111733092344;0,0642855303530573;0,00157227666860252;0,00722589445224229;0,000880804723617916;0,00242527334159477;0,895635559186714;0,00194546467261195
"investigar";0,949109898962845;-0,685836660757148;-0,998166363844944;0,616836257423015;-0,44573227977838;-0,648718557073818;0,523250805121647;0,184960912368372;0,291788282509982;0,00234931091088207;0,00122672970598456;0,00259844393990797;0,00260799941527656;0,696301738677935;0,00126445229473863
"elemento";-0,772483309364768;0,969844451634447;-0,298242902827584;-0,605747695884895;0,760509689752929;-0,233869067475895;0,46680760733442;0,498110336648615;0,0350820560169652;0,00149481479645427;0,00235620650144704;0,000222817560080719;0,00250500835556501;0,600006660547018;0,000901823029785651
"julgamento";-1,04431316510121;1,58948666555437;-0,356433570221076;-0,539705537945558;0,821453549144112;-0,184206403008793;0,380665553406809;0,596976888842845;0,0223575577503458;0,00276454635737641;0,00640436608059558;0,000322047233212139;0,00253490898580385;0,898245174231011;0,00204527710203542
"empresa";0,764858651669457;0,215529274445428;-0,168288665535747;0,941630943324132;0,265341881885021;-0,207183137084612;0,927504277036461;0,0498571851141721;0,0226385378493672;0,000427585412968888;3,39526008280944e-05;2,06999953106395e-05;0,00073090429472719;0,421462707073965;0,000129831124429497
"federal";1,75458828918889;0,413334525729097;2,37862416530274;0,587898988204173;0,138493429463342;0,796990809021028;0,509124820649348;0,0191266473815945;0,471748531969057;0,00721069959339782;0,000400156906090714;0,0132519138344646;0,00234221603537577;1,3049654711672;0,00398864138533521
"conteúdo";0,560784641468867;-0,644127043979424;-1,5036273215064;0,324295263080225;-0,37249120916945;-0,86953026481843;0,181230478399693;0,161861570422641;0,656907951177666;0,000573591093416027;0,00075675142005845;0,00412373353211928;0,00182393844456921;0,69906316943313;0,0008913392288195
"quando";0,0540390233805027;-0,113655859809611;0,366656107110439;0,139400631975652;-0,293189952261652;0,945836727822302;0,0367576433572864;0,110072291376161;0,853170065266552;6,5875297645381e-06;2,91401156306974e-05;0,000303267208305923;0,00225583643690801;0,149578643732661;5,04715670878872e-05
"pedir";-0,842185839294824;1,81727830501455;-0,251565969983777;-0,417196617343919;0,900231666516004;-0,124619136085156;0,238265229368849;0,751016279046082;0,0107184915850695;0,00164007210565047;0,00763642263797338;0,000146335891482969;0,00231231540513693;0,91561632938792;0,00193853716415346
"representar";-0,229185283978654;-0,00726097860457405;-0,566322666764919;-0,375109225396553;-0,0118840966256647;-0,926904438046226;0,245147186202612;0,000166573318564844;0,754686240478823;7,92258927967346e-05;7,9521396806019e-08;0,000483750664467902;0,00150832068093702;0,245645719612409;9,10148143735979e-05
"informação";0,898329753626174;-0,652393607341692;-0,503063944396865;0,737007841080509;-0,535236868355705;-0,412723802243854;0,660003214052866;0,235643542531102;0,104353243416033;0,0017292951203211;0,000912046416378558;0,000542305402506088;0,00214287850045017;0,586811597177286;0,000737895605687876
"pleito";-0,593602679143475;-1,48018596445103;0,457271533792408;-0,357799014561791;-0,892194557162305;0,275624268431809;0,181540423681004;0,764145167205028;0,054314409113965;0,000867456580127234;0,00539372257070383;0,000514759503955502;0,00246181855633113;0,739341542627071;0,00134569382499076
"brasil";1,65254772933205;-0,555179355232763;-0,448068833820057;0,918095702551125;-0,308437554412014;-0,248930825703631;0,898093389167984;0,068618585260293;0,0332880255717236;0,00519876849501444;0,000586758069818404;0,000382192296098685;0,00190367345853945;0,925399352336867;0,00163023734398698
"rel";-1,82462536080535;-1,86970676248475;1,73185040396365;-0,582131928807413;-0,596514784530401;0,552532830969898;0,461886414768438;0,328319320241824;0,209794264989736;0,00666964254626564;0,00700329052031006;0,00600863600132411;0,00200334222600225;1,42476107582959;0,00406667277842988
"aqui";1,44051535820464;0,566552945540498;1,5236465382386;0,663221998642755;0,260844408730649;0,701496097601596;0,599245651423796;0,0627497176910926;0,338004630885111;0,0044052897328737;0,000681427560488285;0,00492841362624166;0,00212294474695761;0,987532452914039;0,00207033890972943
"prático";-1,07365939451653;-0,840198329915473;0,573812368272157;-0,725853519434009;-0,568020843394513;0,387929104083013;0,641611994742441;0,265989634397865;0,0923983708596929;0,00245870213347102;0,00150569319948885;0,000702283833448537;0,00213291162370389;0,711321966742552;0,0010792083632656
"investigado";-0,296551377403133;0,470855332918111;-0,799272231138187;-0,304498418205756;0,4834734046182;-0,820691281991638;0,157008189305715;0,267953274447906;0,575038536246378;0,000173257649171717;0,000436784796893967;0,00125858333134513;0,00197011930351465;0,397168431930074;0,000310772063010009
"autor";-0,596606750343777;1,47906204439108;-0,870623159284887;-0,328344163135768;0,814005857143975;-0,479149846154597;0,160403274706113;0,667377186345272;0,172219538948615;0,000703608576366801;0,00432441717372333;0,00149835675392945;0,00197676388801217;0,790528400458265;0,00123534924068681
